account_id,contact_id,insurance_type
4238618,96343139,House Insurance
83739153,22619363,House Insurance
89853545,9445643,House Insurance
52848031,85217001,Car Insurance
81217727,79564455,Car Insurance
96831061,25458514,Health Insurance
85102287,72203584,House Insurance
70188706,90584456,House Insurance
20569825,97534564,House Insurance
77177588,29462669,Health Insurance
17355784,74130515,Car Insurance
65367019,43591033,Health Insurance
1337237,74741945,Car Insurance
43596535,40647780,Car Insurance
43958498,70660290,Health Insurance
50703484,70068513,Car Insurance
67171600,82323355,Car Insurance
71926138,50122047,House Insurance
26538614,13742875,Health Insurance
45824030,9976161,Health Insurance
94277346,51779548,Car Insurance
54559096,86333735,House Insurance
3142405,4284957,Health Insurance
74673927,77547090,Health Insurance
65154852,52673860,House Insurance
66847161,53832072,House Insurance
53366716,50548688,Health Insurance
94336549,5164126,House Insurance
52737626,78089903,House Insurance
15775430,19989790,Health Insurance
52098897,76943198,Health Insurance
80761165,55124100,Health Insurance
43938937,34993825,Health Insurance
330320,86299042,Health Insurance
58224165,76455120,Health Insurance
79176396,84845566,House Insurance
31408534,43362409,Health Insurance
86985025,6114197,Car Insurance
56652998,2341113,Car Insurance
79491264,10537424,Car Insurance
63044354,7769244,Health Insurance
42063405,2757433,Car Insurance
57342554,39672973,Car Insurance
84208306,86302667,Health Insurance
56536223,17615494,House Insurance
48631351,63985427,House Insurance
39639678,31303738,Car Insurance
46742612,7841140,Car Insurance
77224127,44135631,Car Insurance
52073159,92997565,Car Insurance
69514267,37887340,Health Insurance
23327968,96511213,Car Insurance
36872625,78191391,House Insurance
45535561,22716343,Car Insurance
56148842,40984898,Car Insurance
13978243,65129399,Car Insurance
87374603,89032691,House Insurance
95319390,43436604,Health Insurance
67685606,7474330,Health Insurance
31142069,27309861,House Insurance
95034797,87327802,Health Insurance
4398845,7847197,Health Insurance
26715613,44628899,Car Insurance
76928151,67196877,Health Insurance
8689690,72513861,Car Insurance
13034248,49281831,Health Insurance
81376580,39654161,Health Insurance
8451227,25627923,House Insurance
78396992,49041207,Car Insurance
32818707,26340694,Health Insurance
7628687,17972405,House Insurance
13099502,58904717,Health Insurance
90749123,53045591,Health Insurance
15570403,47240798,Health Insurance
59494666,43523492,Health Insurance
61634048,48748959,Health Insurance
12745600,31267369,Health Insurance
34763216,45269164,Car Insurance
38880480,19651254,House Insurance
63277712,21554526,Health Insurance
6565462,74311526,Health Insurance
50839084,58216171,House Insurance
3329646,4154885,House Insurance
78489297,82092133,Health Insurance
97441113,74981147,House Insurance
41639015,14582266,Health Insurance
62013000,73244195,Car Insurance
85417588,25416155,Car Insurance
37347248,12806496,Health Insurance
36672836,3887006,Car Insurance
43400998,47036378,House Insurance
92414815,34387356,Health Insurance
33003961,90224297,House Insurance
39575839,96375878,House Insurance
50260469,33012924,Health Insurance
79921209,13605434,Health Insurance
35133902,17275357,Car Insurance
95776738,71920076,House Insurance
17147713,10381311,House Insurance
81570979,33226016,House Insurance
21767501,78619267,House Insurance
51596103,45803496,Car Insurance
61882144,95850443,House Insurance
3189701,20103257,Health Insurance
68285317,94801982,Health Insurance
643516,75212287,Health Insurance
62809349,37534204,Car Insurance
36174717,69533664,Health Insurance
6363263,47268203,Health Insurance
77163520,34345609,Car Insurance
92232608,32937681,Health Insurance
39313997,82710879,Car Insurance
35633124,72536290,House Insurance
71170114,93755599,Car Insurance
69493005,82644042,House Insurance
64835132,59803061,Health Insurance
28673654,27452352,House Insurance
73990596,28198925,Car Insurance
9195491,95402994,Car Insurance
66281453,61394313,Health Insurance
68116392,7294892,Health Insurance
2820207,65741556,House Insurance
20628578,11831048,Health Insurance
70352042,2078262,Health Insurance
75340443,16942097,House Insurance
69190332,18838040,House Insurance
14402496,13860823,Car Insurance
81689967,76465547,Car Insurance
84310923,31894053,House Insurance
88587601,57419366,Car Insurance
69492979,38081881,Car Insurance
18615509,49032546,House Insurance
6159736,20102,Car Insurance
7324323,3013930,Health Insurance
79985219,58954329,Health Insurance
18524142,30073356,House Insurance
16704675,21418963,House Insurance
23170490,8355671,House Insurance
86856311,58460210,Car Insurance
51969662,1547414,Car Insurance
25972476,48290157,House Insurance
61837073,79121125,Car Insurance
59063357,56229163,Health Insurance
1595455,24609301,Car Insurance
88924434,59973238,House Insurance
84943723,54312271,Health Insurance
93533958,80084355,House Insurance
16506962,61587454,House Insurance
10731106,75780480,Car Insurance
47904040,74675327,House Insurance
89612417,79037493,House Insurance
52182162,47787026,House Insurance
30665367,89979834,Car Insurance
9363204,32675340,House Insurance
8745005,34553954,Car Insurance
89820683,48729944,Health Insurance
55738351,47876142,Health Insurance
40267184,8601175,Car Insurance
23471159,31386533,Car Insurance
47203627,53548909,Health Insurance
28423184,30630258,House Insurance
92607114,78169379,Car Insurance
66578047,64329865,House Insurance
1778653,95250542,Health Insurance
63536708,19357117,Car Insurance
75511011,40470258,Car Insurance
54539572,43904578,House Insurance
56289138,6418613,House Insurance
10623507,79145049,House Insurance
42362960,15898631,House Insurance
11594956,27558498,Car Insurance
98532170,93458092,House Insurance
38283134,24494278,Car Insurance
54100294,64164466,Car Insurance
53345087,39778558,House Insurance
28076568,6867992,Health Insurance
81122532,67249806,Car Insurance
14107623,50746825,House Insurance
31230855,34287564,Car Insurance
18634981,20281724,Car Insurance
84295109,97599092,Health Insurance
99800294,63017206,Health Insurance
5613386,51100060,Car Insurance
33336303,48914139,Health Insurance
89186892,35212701,Health Insurance
68172158,6541953,House Insurance
92446333,53335862,Car Insurance
82878411,4502148,Health Insurance
13580495,35759333,House Insurance
2953174,79816929,Car Insurance
44671812,80561605,House Insurance
68940953,50109259,House Insurance
16658218,34534683,House Insurance
98541515,42683140,House Insurance
39796099,12324326,House Insurance
7829786,46770638,House Insurance
5155601,49550121,Car Insurance
39543245,53979710,House Insurance
96749375,10456452,House Insurance
75377539,22717774,House Insurance
62260248,42007271,Health Insurance
16597161,370594,Health Insurance
89527979,83630150,Car Insurance
31954240,27343353,Car Insurance
22915203,38927472,Car Insurance
8020325,33490286,House Insurance
38797829,12486125,Health Insurance
2285656,93982503,House Insurance
40478926,26162817,Health Insurance
89764729,74722102,Health Insurance
22661107,60715016,House Insurance
15057159,21796182,Car Insurance
58049307,95660079,Health Insurance
84843145,40012433,Car Insurance
81512076,85496399,House Insurance
46239169,77480749,Health Insurance
72337385,59051176,House Insurance
78493770,58383058,Car Insurance
25494564,26910584,Car Insurance
91461719,69486856,Car Insurance
63525168,85659277,Car Insurance
98946116,32877017,House Insurance
77771896,73738841,Car Insurance
90592346,67009632,Health Insurance
22459980,22389467,Health Insurance
85628348,74742924,Car Insurance
48814663,58702458,Car Insurance
9413917,8744756,Health Insurance
8526633,54662056,House Insurance
20024917,56804967,House Insurance
71619622,71880803,House Insurance
80208003,2980262,House Insurance
91365171,50255846,Health Insurance
87095354,75927371,Car Insurance
96444729,36620838,Car Insurance
6548830,87802669,House Insurance
55089410,59225443,Car Insurance
60074802,35707612,Health Insurance
11460313,70003177,House Insurance
70179004,61205306,Health Insurance
70408577,62340761,House Insurance
94984039,62326050,House Insurance
23081673,13990087,Health Insurance
83697941,9308668,Car Insurance
31898264,19547146,Health Insurance
58878980,5765120,House Insurance
50944556,4282282,Health Insurance
10844460,28550341,Car Insurance
17124354,15359553,Car Insurance
96934868,75216554,Health Insurance
70611258,38052542,Car Insurance
3110408,52552130,Car Insurance
54533087,30070552,House Insurance
40669754,98322557,Car Insurance
79749348,94894952,House Insurance
90028605,5685557,Health Insurance
32737290,4901249,Car Insurance
91418822,6428050,Car Insurance
60930904,91579379,House Insurance
59698694,4791182,House Insurance
88257354,47341459,Health Insurance
28014987,83052814,Car Insurance
29427717,90513485,Car Insurance
16833085,84191092,House Insurance
66268066,67242506,Health Insurance
45455323,15339628,House Insurance
21150210,38750936,House Insurance
45762152,42716075,Health Insurance
44836646,60760197,House Insurance
95522493,38081462,Health Insurance
46733320,23949623,Car Insurance
27142799,15932874,House Insurance
8481442,36455728,House Insurance
23174487,55121259,Health Insurance
51584075,16387090,Car Insurance
30714538,8247186,Health Insurance
19474305,25926309,House Insurance
66893411,72645821,Car Insurance
37870545,1120033,Car Insurance
74353255,28843150,Health Insurance
86198972,32232263,House Insurance
23143584,3769444,House Insurance
22049575,5811330,House Insurance
12593895,10974889,House Insurance
13827226,15726457,House Insurance
13387172,58287744,Health Insurance
67324848,34231400,Car Insurance
99062784,41143137,House Insurance
45642595,30535149,Car Insurance
88855111,91169642,Car Insurance
68987731,95529459,Car Insurance
48907215,9059123,Car Insurance
90264441,45480175,House Insurance
10992102,47300728,House Insurance
78962042,33668652,House Insurance
95215316,12345812,Health Insurance
78536372,93467132,House Insurance
92684124,3324337,Car Insurance
15652931,59225443,House Insurance
13837067,48278473,Health Insurance
18413971,93360208,Health Insurance
21364603,92859811,Car Insurance
67296356,95348385,Health Insurance
29662870,62194122,Car Insurance
95414678,10264586,Health Insurance
84481704,93483525,Car Insurance
45867954,84279681,Car Insurance
68082291,78360576,Health Insurance
25927696,10974889,Health Insurance
32230729,46065061,Car Insurance
25669937,68070442,Car Insurance
57956111,50154272,House Insurance
71830880,18411337,Health Insurance
2358920,73664826,Health Insurance
30109852,7800750,Car Insurance
82331772,26158217,Car Insurance
9720294,81557265,Health Insurance
41986964,55584962,House Insurance
95400336,85822846,Car Insurance
51205951,34243018,House Insurance
13140221,76328834,Health Insurance
29289441,83845473,House Insurance
71791811,15915028,Health Insurance
98342295,64054782,House Insurance
16885545,30486112,Health Insurance
26648812,53198627,House Insurance
53600386,4310988,Car Insurance
10177871,78061213,House Insurance
96832981,69233047,Health Insurance
55143502,87003018,Car Insurance
46296885,35390885,Car Insurance
53315425,62525766,Car Insurance
25221427,24826349,House Insurance
49126228,97083257,Car Insurance
66502344,81997844,House Insurance
88421368,7241891,Health Insurance
62358643,55014828,House Insurance
42848672,3717065,House Insurance
99189751,73743131,Health Insurance
74038788,34817276,Car Insurance
44731715,30090872,Health Insurance
82806830,8118871,House Insurance
45018844,25037739,House Insurance
52303212,83151282,House Insurance
89948592,98757463,Car Insurance
50228413,37345267,Health Insurance
12267946,146299,Health Insurance
57384943,98632573,House Insurance
46044617,30705624,Car Insurance
56770651,18533925,House Insurance
26661978,82186852,Health Insurance
69514946,13309727,House Insurance
5013975,57058686,Health Insurance
22948124,216309,Health Insurance
49852550,81890453,House Insurance
97027026,41862687,Car Insurance
5671723,62448412,Health Insurance
1540102,3552203,Car Insurance
70326490,39485710,House Insurance
91821345,1782266,Car Insurance
5844438,74697412,Car Insurance
66473060,84052028,Car Insurance
94290481,70278078,Health Insurance
61915765,50893328,Car Insurance
18048202,60998639,House Insurance
12685924,7249568,Health Insurance
58425109,17361267,Car Insurance
28769436,86454022,House Insurance
27078282,65497189,Health Insurance
79930838,39596139,House Insurance
79386754,67257189,Health Insurance
40519516,67344446,Health Insurance
86397420,80773596,Car Insurance
68326841,81580192,Health Insurance
9156335,73195385,Car Insurance
48707671,88484826,House Insurance
69741491,32903925,Car Insurance
14104867,8067238,Health Insurance
67891258,8650836,House Insurance
9452332,96205088,Health Insurance
3009994,32642820,Car Insurance
89651732,32686187,House Insurance
63864416,4354002,Health Insurance
6922477,83987466,Health Insurance
26540141,42586156,Car Insurance
41540078,70763363,Health Insurance
44790126,34084754,House Insurance
18756009,71388810,House Insurance
68687536,26363829,House Insurance
50194486,45911445,Car Insurance
75974000,865109,Health Insurance
28872275,63573052,Health Insurance
7601751,52313312,Car Insurance
7789636,42581924,Health Insurance
26101951,43451078,Health Insurance
46226839,89131650,Car Insurance
68563109,60360119,House Insurance
76807203,12157786,House Insurance
32477299,32224234,House Insurance
5804282,47559817,Health Insurance
62171487,39998371,Car Insurance
95151289,6054638,Car Insurance
82833941,75874726,House Insurance
3788135,78030454,House Insurance
93158037,20461131,Car Insurance
98472376,66703483,Car Insurance
18913184,84262619,House Insurance
66517342,53443789,House Insurance
30675735,75370385,Health Insurance
31753412,83325648,House Insurance
57286248,95563072,Health Insurance
21388651,28776138,House Insurance
64140617,41947134,Health Insurance
8927667,49670993,Car Insurance
81227465,88020937,Car Insurance
49888794,4483310,House Insurance
58400292,75565275,Car Insurance
20895074,78647756,Health Insurance
33478873,18928566,House Insurance
18082165,67044042,Health Insurance
80689617,61917490,House Insurance
16993523,47790177,Car Insurance
53912830,40333874,Health Insurance
49539454,89156397,Car Insurance
50400841,68892788,Health Insurance
5045596,4972782,House Insurance
42171432,74372575,Car Insurance
49603029,58325483,Health Insurance
30213278,95537240,Health Insurance
81556460,3279767,House Insurance
35153159,74142776,Car Insurance
23708605,40874721,Car Insurance
14955086,6672098,Health Insurance
89339295,46351605,Car Insurance
63250676,32124915,Car Insurance
48056105,93262066,Car Insurance
67131370,14636417,House Insurance
19850390,43291102,Car Insurance
71783876,5310848,Health Insurance
20723675,52305988,House Insurance
37950919,52133924,Health Insurance
14673189,77251762,Health Insurance
58454691,96296048,House Insurance
10121531,63866704,House Insurance
97229796,44511421,Car Insurance
71274456,81655740,Health Insurance
22567540,95839874,Car Insurance
274839,68089301,Car Insurance
2003055,76332623,Health Insurance
96580334,69072833,Health Insurance
54962596,93525805,Health Insurance
51098919,98326042,Health Insurance
4344512,34421366,Car Insurance
58003795,27077823,House Insurance
75536208,77185573,House Insurance
90207186,18041588,Car Insurance
69764807,49286905,House Insurance
65262610,52271885,House Insurance
4245936,63455137,House Insurance
52196301,14111517,Health Insurance
69425990,54085120,Health Insurance
22264981,65178876,Car Insurance
46064639,25936760,House Insurance
44867160,56075249,Health Insurance
70257203,11478791,Health Insurance
7264335,85650840,Health Insurance
64136470,43693365,House Insurance
73892950,6877765,Car Insurance
49323761,26503687,House Insurance
41905526,41361957,Car Insurance
17217876,2778538,Health Insurance
93267543,14151439,Car Insurance
1513254,10376251,House Insurance
69051361,4756613,House Insurance
96114157,89278795,House Insurance
77318387,14887444,Health Insurance
14760608,93858278,Health Insurance
49434673,32687441,House Insurance
76067749,60123949,House Insurance
7583238,26278094,Health Insurance
28846076,79357188,Car Insurance
8583242,87667721,House Insurance
92789510,99436001,Car Insurance
85396509,17970776,Car Insurance
48528328,56952518,House Insurance
90962091,47528444,Health Insurance
21361617,77566075,House Insurance
79672586,61437223,House Insurance
81249460,79999763,Health Insurance
29422131,72561533,Health Insurance
56844250,97240778,House Insurance
53171206,78257012,House Insurance
86091633,12714449,House Insurance
85419213,39213155,Car Insurance
72325095,30697225,House Insurance
20231769,49393701,Health Insurance
75701326,15315502,House Insurance
16796554,7473945,Car Insurance
26758823,87161610,House Insurance
46275405,57962537,Car Insurance
15857828,37760802,Health Insurance
80504144,59459410,House Insurance
40029163,43806739,Health Insurance
84207114,49643690,Car Insurance
81154948,85551617,House Insurance
39924019,30927873,House Insurance
47106389,4936408,Car Insurance
65070694,47049544,House Insurance
96034365,28715597,House Insurance
30678153,73448893,Health Insurance
6627341,5990183,Health Insurance
6746548,74340665,Health Insurance
32483409,45812712,House Insurance
53697381,90486531,House Insurance
95776406,27760383,Health Insurance
24103668,74220480,Car Insurance
10418629,61872009,House Insurance
80455730,44371068,Car Insurance
73746302,15692401,Car Insurance
51069573,37695271,Health Insurance
56543624,17661988,House Insurance
85438433,59869767,Health Insurance
82254111,86840914,House Insurance
64632202,55051649,House Insurance
81397550,55256507,Health Insurance
28246291,4772977,Health Insurance
6536092,84463400,Health Insurance
24080186,21418519,House Insurance
86793978,87165894,Health Insurance
75456598,57343060,Car Insurance
33497021,87875084,House Insurance
78771112,27670586,Car Insurance
54845333,16650937,House Insurance
36031720,30749571,Health Insurance
16312732,54909661,Health Insurance
84625569,92704960,Car Insurance
92660128,84894724,Car Insurance
38432101,64999833,House Insurance
68048152,47395579,Health Insurance
88019391,9836385,Health Insurance
19445687,42182478,Car Insurance
86217216,29059719,House Insurance
73347883,60842061,Health Insurance
10568037,3060486,Health Insurance
55863843,51351548,House Insurance
13157483,57527392,Health Insurance
68913323,31831012,Car Insurance
78381712,86635336,House Insurance
90835353,94282764,Car Insurance
46002702,52671696,House Insurance
33118303,18954041,House Insurance
37568000,39640251,House Insurance
80123365,46362584,House Insurance
88175079,35006045,Health Insurance
73364299,39512923,Health Insurance
59316292,27404772,House Insurance
39853900,85056551,Car Insurance
56552016,87339868,Health Insurance
34272838,35738654,Health Insurance
24649344,96686580,Car Insurance
56361326,23155006,Car Insurance
35358076,95749037,House Insurance
31319918,49917478,Car Insurance
45335227,52155213,Health Insurance
78944579,90245516,Health Insurance
48886627,16288455,House Insurance
34497372,16627639,Car Insurance
65544747,3058247,Car Insurance
21158717,73080804,Car Insurance
70492772,74285765,Health Insurance
38872547,72633194,Car Insurance
37604192,72953828,House Insurance
97368919,4392683,Health Insurance
7617562,93499965,Health Insurance
28479700,14249017,Car Insurance
19992808,52574644,House Insurance
36912715,90984646,Car Insurance
30391281,58761323,Health Insurance
33971282,86308808,Car Insurance
3403651,89041633,Health Insurance
3948778,41731487,Car Insurance
90523013,60273076,Car Insurance
55375227,17281750,Car Insurance
64367942,93646314,House Insurance
60824100,28396597,House Insurance
27844893,69630787,Car Insurance
60888620,34031688,Health Insurance
7868094,42034241,Health Insurance
11073023,48019546,Health Insurance
88302837,79182636,Car Insurance
51246343,56177835,Car Insurance
19351409,29318010,House Insurance
94060599,51728052,House Insurance
46466023,69863463,Health Insurance
42091096,45853578,Health Insurance
39417073,34131698,Car Insurance
66819551,6472695,Health Insurance
51189166,52379589,Health Insurance
57184546,89020028,Health Insurance
34217179,41708654,Car Insurance
66395949,30486878,Health Insurance
38540296,1738790,Car Insurance
30406746,22027991,Car Insurance
61481012,64653195,Health Insurance
71565452,30697225,Health Insurance
34758344,44528369,Car Insurance
10292246,16043623,House Insurance
72749564,33868246,Health Insurance
71109597,35650205,Health Insurance
84891842,36602119,Health Insurance
67618813,67356630,Health Insurance
3964266,16462585,Car Insurance
91225763,16510294,Health Insurance
72088851,47344539,House Insurance
1347706,57400913,House Insurance
78030671,52852017,Health Insurance
64564529,56387463,Car Insurance
25598745,28375854,Health Insurance
55358819,60474817,House Insurance
99661514,4756790,Health Insurance
56948164,69116385,Car Insurance
18046207,13471832,Health Insurance
78896697,48555407,House Insurance
90573455,2494116,House Insurance
85462518,42776489,Health Insurance
69076080,49820356,Car Insurance
32580684,74777096,Car Insurance
28751467,45756743,Car Insurance
98768930,8975349,Health Insurance
17570264,46565321,House Insurance
46402440,52727933,Car Insurance
32228151,46398121,Car Insurance
13394993,95227340,Health Insurance
91343328,73273106,Car Insurance
24699874,12492888,House Insurance
37530160,84134456,House Insurance
83882105,82532973,House Insurance
62335120,76884013,House Insurance
66047482,76515700,House Insurance
32978242,50280929,Health Insurance
91460574,40385382,House Insurance
66415025,87324001,Car Insurance
78363589,99148680,Car Insurance
86489497,7340183,Health Insurance
2631307,49122036,Health Insurance
83005349,52719298,Car Insurance
33381766,78569906,Car Insurance
93491623,30081140,House Insurance
62262871,48009735,Car Insurance
85539460,98604941,House Insurance
74862007,40018412,Health Insurance
72329565,24245779,Car Insurance
3200818,99720262,House Insurance
92664456,78504126,Car Insurance
39438066,11393638,Health Insurance
17337105,15046394,House Insurance
96905659,30721081,Health Insurance
93567624,92136992,Health Insurance
49525660,33058697,House Insurance
89799617,1404251,Health Insurance
89809408,51330378,Car Insurance
54880053,18978979,House Insurance
1608881,45496695,Health Insurance
2795159,4166973,Health Insurance
54354100,43509468,House Insurance
66343723,90394426,Health Insurance
97305087,45733622,House Insurance
39297829,79433831,Health Insurance
40903738,6556270,Health Insurance
83100153,66032430,Health Insurance
62188232,75812351,Car Insurance
94821538,91479710,House Insurance
56156169,74403067,Car Insurance
66492944,94669769,Car Insurance
85097464,97442585,House Insurance
95941052,61790626,Car Insurance
94059859,56546600,Health Insurance
90798167,10718800,Car Insurance
78765951,41612084,House Insurance
3565764,77238090,Car Insurance
62548964,83843605,House Insurance
82284960,18059819,Car Insurance
20120468,39645809,House Insurance
72130841,89966104,Health Insurance
15728458,10667484,House Insurance
18641212,96776045,Health Insurance
7433878,7772000,House Insurance
3048190,30957911,House Insurance
57417215,21419338,Car Insurance
66684847,53948918,Car Insurance
58772212,56373670,Health Insurance
44306101,76259228,House Insurance
21431053,39873521,Health Insurance
67696479,53180935,Health Insurance
87018695,61798727,Car Insurance
20432744,48766674,Car Insurance
53852014,79877654,House Insurance
33173281,62404165,Health Insurance
53849413,25618782,Health Insurance
90970472,95718427,House Insurance
32912566,35635507,Health Insurance
46328609,41702922,Car Insurance
28376672,3137112,House Insurance
5625201,2906127,Health Insurance
47498649,98805061,House Insurance
3827271,68913179,Health Insurance
79181160,85173879,Car Insurance
5882785,33040312,House Insurance
17750429,73389430,House Insurance
76694239,62982702,House Insurance
14875937,50537574,Car Insurance
60324830,18518377,Health Insurance
41960524,47402375,Health Insurance
21332428,81757681,House Insurance
94322116,40031660,Health Insurance
10437450,42550176,Car Insurance
13094177,60853367,House Insurance
72287034,58461633,House Insurance
58871088,44546315,House Insurance
8990449,37026132,Car Insurance
22607616,723079,Car Insurance
38037271,32494858,Health Insurance
56671265,42639741,Health Insurance
87112780,73319618,House Insurance
92804875,79836279,Health Insurance
75463670,87141074,House Insurance
53983815,98928083,House Insurance
18011745,41075713,Car Insurance
28267035,50546497,Health Insurance
13013917,19894979,Health Insurance
177585,26066295,House Insurance
43702762,33293206,Car Insurance
52958666,81127423,Car Insurance
71440754,99004515,House Insurance
75270450,3754984,Car Insurance
34854629,40268824,House Insurance
12493375,69327899,Car Insurance
34372427,55629289,House Insurance
85355518,85856522,Car Insurance
45749893,54473308,Health Insurance
11606566,35147093,House Insurance
65334611,27047932,House Insurance
52764015,97131398,Car Insurance
38555058,38955429,House Insurance
84432665,95322832,Car Insurance
58401910,9467326,Car Insurance
27380426,29479307,Car Insurance
38190680,90522802,Car Insurance
37393667,72020478,Health Insurance
70204642,2749854,Car Insurance
31062617,77697604,Health Insurance
49629605,75330175,House Insurance
24233702,10824365,Car Insurance
6620104,40597152,House Insurance
48776643,84546889,Health Insurance
46076253,5556593,Health Insurance
33292393,22007873,Car Insurance
674756,27347121,Health Insurance
30850302,3166083,Car Insurance
47067166,72529073,Car Insurance
48436974,66570695,Health Insurance
11709082,12165123,Health Insurance
9191693,26326176,Health Insurance
60710427,86584387,Car Insurance
58641945,38642657,Health Insurance
38348008,69079010,Car Insurance
92824114,98440569,Health Insurance
39377550,48840039,House Insurance
60362345,7678943,Car Insurance
31248028,37224075,Car Insurance
39023070,26221873,Car Insurance
14836098,43630191,Car Insurance
78851476,24594062,Health Insurance
96386067,50137208,Car Insurance
51240561,33555523,House Insurance
59096696,7650506,Car Insurance
88202171,3478953,Health Insurance
66325326,7260551,Health Insurance
15918924,99093434,House Insurance
96250044,18237857,House Insurance
94637139,64815308,Health Insurance
75489736,71144461,Health Insurance
53855448,18078609,House Insurance
4502175,27889992,Car Insurance
67275784,51575675,House Insurance
54047982,82580249,Car Insurance
52778795,77549135,Car Insurance
51237677,60079185,Health Insurance
18868027,79183527,Car Insurance
4432776,36194665,Car Insurance
66690615,77833558,Health Insurance
45152988,52944762,House Insurance
72550303,69754187,Car Insurance
28064918,47299086,Car Insurance
49780921,84422426,House Insurance
82170869,50848203,Car Insurance
12393992,55804762,Health Insurance
55050165,85611375,Car Insurance
58428985,91933111,Health Insurance
27880776,42277784,House Insurance
57115293,34211787,Car Insurance
96454688,63339178,Car Insurance
17672541,97544614,Car Insurance
91455787,98852068,Car Insurance
61346250,16302614,House Insurance
90047951,96311984,Car Insurance
22505239,51651938,Car Insurance
6430158,72204305,Car Insurance
93882661,76563153,Health Insurance
9109745,9762689,Car Insurance
8645942,35661605,House Insurance
34092447,19818456,House Insurance
4807052,8159030,Car Insurance
15664351,38417563,House Insurance
61055262,34340269,Car Insurance
70089831,69072833,Car Insurance
38056295,64057083,Car Insurance
34538009,20708941,House Insurance
61423768,85426394,Car Insurance
73860879,4436730,House Insurance
78279301,95288819,Car Insurance
25859229,35436461,Health Insurance
87196169,24586090,Health Insurance
5535554,54321022,House Insurance
68529565,23443179,Car Insurance
17262538,35205682,Health Insurance
49701358,19672005,Car Insurance
5379968,51200350,House Insurance
5304222,8792798,Car Insurance
56064059,89601859,House Insurance
78258358,97458413,Car Insurance
54196873,16235823,Car Insurance
39575134,49735799,Health Insurance
68718023,93611925,Health Insurance
4335414,90246337,Car Insurance
77558078,99669951,Health Insurance
37426922,1979648,House Insurance
23695918,91885295,Car Insurance
86973408,47569125,Health Insurance
54030725,79019252,House Insurance
71637722,79178810,Health Insurance
12038996,22063653,Health Insurance
39203170,69287913,Health Insurance
63314430,41786278,House Insurance
63307213,91221575,Car Insurance
79499423,64802199,House Insurance
2048811,17908947,Car Insurance
79421273,61278561,Health Insurance
52009244,10010011,Car Insurance
61089646,74413771,Health Insurance
8547122,19753456,Car Insurance
41475362,75333277,House Insurance
74452676,84049535,Health Insurance
53702289,14498472,Health Insurance
74683674,36354041,Health Insurance
83907466,42183735,Car Insurance
14690677,46657519,House Insurance
59357906,1992950,House Insurance
86636312,81849151,House Insurance
67326900,24339305,Car Insurance
21880510,41079626,House Insurance
23856352,62247753,Car Insurance
51688816,36718425,House Insurance
91897157,3503823,Health Insurance
179812,40048834,House Insurance
26019893,58991355,Car Insurance
46107252,19823857,House Insurance
36457010,99430172,Health Insurance
97450240,82141084,Car Insurance
39131652,83848283,Health Insurance
32296554,4025547,Car Insurance
28994507,87864935,Health Insurance
68181957,63422738,Car Insurance
81344275,52123409,House Insurance
41841086,56928840,Health Insurance
44085766,76708790,House Insurance
37048690,27798324,Health Insurance
20251368,5382520,Health Insurance
67802959,62033769,House Insurance
76498854,46549075,House Insurance
7606687,77540403,House Insurance
10163629,8591338,House Insurance
46730503,51872295,Car Insurance
56713931,38211435,Health Insurance
70915860,30176340,Health Insurance
33649991,39709553,Car Insurance
58733106,24480014,House Insurance
90459421,43208764,House Insurance
26575578,95075356,Health Insurance
72813582,61771630,Health Insurance
21392244,53620647,House Insurance
62693749,47980932,Health Insurance
22192093,93735783,Car Insurance
64854449,58046627,Health Insurance
27851496,11632424,Health Insurance
29457370,60116245,Car Insurance
41197046,62290715,House Insurance
75738389,23323635,Health Insurance
73541637,11131571,Health Insurance
86832703,61262664,Health Insurance
98385410,21339123,Health Insurance
42431372,7942001,Health Insurance
26185097,13546963,Health Insurance
728990,49375164,Car Insurance
27824391,96078240,Health Insurance
46151640,16229762,House Insurance
93718041,68529200,Car Insurance
62369236,752338,House Insurance
43268496,81348081,Health Insurance
18771725,65195554,Car Insurance
4677711,84279681,Health Insurance
98941547,16060961,House Insurance
87614929,29994253,House Insurance
88337112,63365715,House Insurance
40940172,41409388,House Insurance
50349173,80009572,Health Insurance
91560381,62792514,Health Insurance
42048860,8487288,Health Insurance
80491724,89571377,Health Insurance
88884248,34438573,Health Insurance
82061750,10394477,Car Insurance
90055814,22971649,Health Insurance
50878221,21201668,Car Insurance
31766666,36861347,House Insurance
35876732,16661612,Car Insurance
78741925,26878521,Car Insurance
10152429,12898701,Health Insurance
5163655,14476951,House Insurance
70229900,14983692,Car Insurance
43372891,94675400,Car Insurance
92564330,3405637,Car Insurance
47122478,62089134,Car Insurance
27837874,31787767,Car Insurance
18311246,33263567,Health Insurance
54788044,35791686,House Insurance
43609253,46802216,Car Insurance
9739411,58837252,Car Insurance
74616880,49454020,Health Insurance
59748381,25558097,Car Insurance
65042423,96817441,House Insurance
7240472,39569306,Health Insurance
85018709,21900063,Car Insurance
56056770,65269420,Health Insurance
87997160,19574710,House Insurance
21439961,30225235,Health Insurance
80969341,46832038,House Insurance
26724746,44825350,Health Insurance
52542730,60379811,Health Insurance
93320420,16165795,House Insurance
61567517,48424380,House Insurance
5615188,91558556,Health Insurance
42260377,49586388,Car Insurance
32861442,86609053,Car Insurance
57016915,25363153,Health Insurance
